tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
37.2,31.9,44.0,0.0,,219.6,14.1,,995.9,
38.3,30.0,45.0,0.0,,57.9,9.3,,994.6,
39.6,34.0,46.5,0.0,,22.4,7.3,,995.5,
38.1,34.9,44.7,0.0,,281.2,11.6,,996.6,
35.8,32.0,41.8,0.0,,313.6,9.6,,997.0,
34.7,29.2,40.0,0.0,,299.2,9.4,,997.3,
34.7,29.4,41.0,0.0,,247.9,11.2,,997.7,
34.9,30.6,41.3,0.0,,214.0,11.6,,999.9,
35.0,27.0,41.0,0.0,,203.7,11.8,,1000.9,
34.9,29.9,39.3,0.0,,210.9,11.3,,999.8,
35.3,30.9,39.0,0.0,,217.3,12.7,,997.9,
35.9,32.8,41.0,0.0,,230.3,10.7,,994.9,
36.6,30.5,40.2,0.0,,36.7,10.5,,994.1,
36.6,33.0,43.5,0.0,,98.4,26.9,,997.5,
36.7,31.8,43.0,0.0,,74.0,16.5,,1000.1,
36.8,32.0,43.0,0.0,,337.7,11.1,,999.5,
35.2,30.8,38.3,0.0,,266.8,10.0,,997.0,
35.4,32.0,39.0,0.0,,245.9,10.4,,993.4,
36.1,31.2,42.3,0.0,,9.9,9.8,,994.6,
36.1,32.0,42.6,0.0,,344.6,9.8,,996.6,
36.2,31.5,43.0,0.0,,353.6,9.8,,998.3,
35.7,31.0,42.0,0.0,,305.9,12.1,,997.7,
35.8,29.3,41.9,0.0,,324.3,11.8,,996.4,
36.2,31.0,42.0,0.0,,335.0,10.5,,996.9,
35.4,30.6,41.0,0.0,,339.9,10.2,,997.9,
35.4,30.0,43.1,0.0,,13.4,10.7,,998.4,
36.2,30.5,43.6,0.0,,22.5,10.0,,998.4,
36.4,31.0,41.8,0.0,,318.4,10.6,,998.4,
35.9,30.7,42.0,0.0,,26.5,12.4,,998.6,
35.4,29.9,42.2,0.0,,8.5,11.9,,998.2,
34.7,28.5,41.7,0.0,,5.7,10.3,,996.9,
36.9,28.5,45.0,0.0,,72.7,11.6,,997.9,
35.8,30.5,44.3,0.0,,74.4,12.5,,999.6,
35.0,29.0,44.5,0.0,,83.7,12.9,,1001.6,
34.4,28.0,40.5,0.0,,246.5,12.4,,1002.3,
34.5,31.0,42.1,0.0,,233.8,12.4,,1001.0,
33.8,26.3,41.4,0.0,,42.8,8.5,,1001.3,
34.7,27.2,44.4,0.0,,56.3,11.0,,1001.2,
36.1,28.0,44.4,0.0,,54.9,12.6,,1000.9,
36.8,29.9,44.0,0.0,,98.6,14.0,,1002.2,
37.8,31.0,44.4,0.0,,95.5,13.2,,1002.2,
37.1,32.2,44.6,0.0,,68.5,12.0,,1001.5,
36.1,29.0,44.4,0.0,,2.8,8.9,,1001.9,
33.3,27.2,42.5,0.0,,1.0,8.2,,1002.6,
33.2,27.0,43.0,0.0,,47.4,7.6,,1002.9,
34.5,27.4,43.9,0.0,,89.1,11.2,,1005.4,
32.7,28.9,39.5,0.0,,120.9,11.8,,1007.8,
33.1,25.4,39.7,0.0,,231.2,12.5,,1006.5,
32.1,26.4,36.9,0.0,,231.3,10.0,,1004.0,
32.9,26.0,38.6,0.0,,58.5,9.2,,1002.6,
35.3,27.0,44.0,0.0,,121.8,11.6,,1004.1,
36.1,27.7,43.1,0.0,,99.6,12.2,,1004.4,
34.6,29.0,41.0,0.0,,117.9,13.5,,1003.8,
34.4,30.0,42.4,0.0,,92.3,12.6,,1005.2,
34.0,27.6,41.1,0.0,,188.2,15.7,,1006.5,
32.3,25.0,40.2,0.0,,197.5,9.6,,1005.4,
33.1,25.6,42.0,0.0,,19.8,9.3,,1006.0,
33.3,27.0,41.9,0.0,,324.9,8.4,,1006.7,
34.7,26.7,43.8,0.0,,39.1,7.5,,1007.6,
34.1,28.1,40.9,0.0,,249.1,15.2,,1007.9,
33.6,28.1,38.9,0.0,,229.0,16.9,,1006.8,
32.3,29.9,36.8,0.0,,233.5,11.3,,1006.6,
34.0,27.0,42.0,0.0,,61.1,11.8,,1006.9,
32.8,25.9,42.1,0.0,,22.8,10.2,,1008.5,
32.6,26.0,40.5,0.0,,160.1,12.6,,1009.9,
31.9,23.9,39.0,0.0,,209.0,12.4,,1011.0,
31.2,27.0,37.0,0.0,,201.9,10.6,,1010.5,
30.6,23.6,38.7,0.0,,55.5,8.0,,1010.9,
31.2,24.0,39.6,0.0,,92.8,9.4,,1010.3,
30.3,24.9,38.2,0.0,,112.4,9.0,,1009.9,
29.8,21.8,36.1,0.0,,19.5,8.0,,1009.6,
30.3,24.0,38.7,0.0,,68.0,8.2,,1010.0,
31.9,23.9,39.3,0.0,,47.1,8.6,,1010.2,
31.4,23.4,41.2,0.0,,26.3,10.2,,1010.5,
30.8,23.6,38.9,0.0,,47.1,8.4,,1009.2,
31.4,24.6,39.9,0.0,,80.7,10.3,,1009.4,
30.8,25.0,39.6,0.0,,97.3,10.5,,1010.4,
30.3,23.0,39.1,0.0,,75.0,8.8,,1011.3,
29.6,21.9,37.0,0.0,,96.0,8.8,,1012.7,
30.1,21.8,38.1,0.0,,109.8,11.8,,1013.7,
30.9,25.9,36.5,0.0,,229.4,14.9,,1013.7,
29.7,26.0,33.5,0.0,,195.6,10.1,,1013.4,
29.0,23.5,36.3,0.1,,74.2,8.8,,1012.5,
29.4,22.6,37.3,0.1,,80.2,8.1,,1011.7,
29.4,22.2,34.8,3.1,,85.2,7.6,,1012.9,
29.8,27.0,35.7,0.0,,44.9,7.8,,1014.0,
29.9,22.8,36.0,0.0,,82.1,8.7,,1014.7,
30.1,23.6,36.5,0.0,,250.3,11.5,,1015.2,
31.1,26.6,34.0,0.0,,222.0,16.9,,1014.0,
31.4,28.0,34.1,0.0,,244.3,17.7,,1012.2,
29.3,24.4,34.0,0.0,,211.6,11.5,,1012.6,
28.0,22.8,34.6,0.0,,79.4,8.3,,1014.3,
29.8,23.6,36.3,0.0,,49.7,11.6,,1014.2,
29.7,27.0,34.9,0.2,,74.4,10.2,,1015.2,
28.6,24.2,33.4,0.0,,68.3,9.2,,1015.2,
27.7,23.0,31.0,0.0,,273.7,9.0,,1014.9,
26.4,24.0,30.0,0.0,,248.1,8.4,,1015.4,
26.6,19.6,33.0,0.0,,102.4,9.8,,1015.6,
27.7,22.0,33.1,0.0,,100.2,15.7,,1015.8,
26.2,22.0,32.3,0.0,,94.0,15.2,,1016.6,
24.9,18.4,32.0,0.0,,91.1,14.1,,1015.9,
25.2,16.8,32.0,0.0,,99.9,10.2,,1014.5,
25.9,19.0,33.4,0.0,,98.2,11.3,,1014.6,
25.7,19.0,33.2,0.0,,103.2,9.0,,1015.9,
25.4,19.6,32.0,0.0,,75.6,8.2,,1014.8,
25.6,19.4,32.1,0.0,,92.5,8.3,,1013.3,
26.4,20.7,33.3,0.0,,115.2,10.7,,1014.0,
26.6,20.2,32.0,0.0,,46.5,9.9,,1015.3,
27.0,20.4,31.5,0.0,,246.1,10.8,,1015.1,
27.3,21.9,31.0,0.0,,230.8,13.1,,1013.5,
26.3,22.9,31.2,0.0,,289.2,9.0,,1012.7,
27.0,19.8,35.0,0.0,,93.5,9.8,,1014.4,
26.6,20.0,33.6,0.0,,68.2,8.7,,1016.6,
26.8,20.0,32.0,0.0,,279.8,9.6,,1016.2,
27.1,25.8,29.5,0.0,,264.9,15.7,,1014.9,
25.2,22.0,29.3,0.0,,242.5,12.2,,1015.3,
25.7,19.4,29.9,0.0,,217.3,10.6,,1016.4,
25.3,24.0,28.0,0.1,,269.2,19.2,,1016.8,
22.9,19.9,28.0,0.0,,134.3,9.5,,1017.2,
24.2,16.2,31.0,0.0,,90.8,10.8,,1017.8,
25.1,18.4,33.0,0.0,,65.3,9.3,,1018.8,
25.1,18.4,33.0,0.0,,81.2,12.8,,1016.6,
22.2,19.5,25.6,61.0,,43.4,12.7,,1016.6,
23.4,20.7,30.9,0.0,,234.1,12.9,,1017.8,
21.5,18.0,26.5,0.0,,79.3,8.0,,1018.1,
21.4,15.8,27.1,0.0,,67.8,8.5,,1019.0,
23.1,15.2,31.0,0.0,,99.8,11.6,,1019.8,
23.1,16.9,31.3,0.0,,66.0,7.7,,1017.5,
22.9,16.5,28.7,0.0,,113.2,7.2,,1014.6,
22.7,17.0,28.8,0.0,,110.6,8.3,,1014.5,
22.3,16.9,30.2,0.0,,68.8,6.4,,1016.2,
22.4,15.8,29.5,0.0,,129.1,7.4,,1016.1,
22.6,16.7,28.1,0.0,,196.7,7.9,,1013.6,
23.8,17.0,30.5,0.0,,180.9,9.1,,1013.2,
23.1,20.0,27.2,0.0,,219.0,11.9,,1015.8,
24.3,18.8,28.2,0.0,,225.4,16.6,,1016.1,
25.3,23.8,27.4,0.0,,271.1,14.2,,1015.0,
24.3,21.5,28.1,0.0,,226.7,16.6,,1015.8,
22.3,18.7,27.8,0.0,,180.2,9.7,,1018.2,
20.9,15.3,26.0,0.0,,162.2,7.3,,1020.0,
21.2,15.6,26.2,0.0,,58.5,8.6,,1020.7,
22.1,16.0,28.2,0.0,,49.4,8.7,,1020.5,
21.6,16.7,28.0,0.0,,60.7,9.3,,1021.9,
20.6,13.5,28.8,0.0,,75.2,10.1,,1021.1,
20.3,12.6,27.1,0.0,,58.3,7.2,,1020.8,
20.8,15.8,26.0,0.0,,157.7,7.7,,1019.9,
20.5,14.0,26.4,0.0,,72.8,8.2,,1018.7,
21.3,15.4,26.0,0.0,,217.7,9.6,,1017.0,
22.0,17.5,26.1,0.1,,215.0,16.9,,1015.6,
20.1,16.0,24.2,0.0,,238.9,14.6,,1017.6,
20.1,14.2,24.6,0.0,,166.0,8.6,,1018.9,
19.0,13.5,24.2,0.0,,196.9,10.6,,1019.7,
18.8,11.6,26.4,0.0,,73.5,8.5,,1020.3,
18.7,11.5,26.3,0.0,,92.4,8.2,,1019.2,
18.7,11.7,25.8,0.0,,126.3,6.8,,1017.1,
19.5,12.6,26.6,0.0,,139.2,8.5,,1017.9,
20.2,14.4,26.0,0.0,,75.2,7.3,,1018.8,
20.6,15.2,27.6,0.0,,198.9,8.9,,1019.9,
19.8,14.0,26.9,0.0,,63.3,8.0,,1021.6,
19.6,13.7,26.5,0.0,,103.5,7.6,,1020.8,
20.7,13.0,29.4,0.0,,101.6,7.7,,1020.5,
22.2,15.9,27.5,0.0,,217.7,12.2,,1019.5,
20.2,16.7,26.0,0.0,,235.0,10.5,,1019.7,
20.1,12.9,27.2,0.0,,142.6,9.9,,1018.2,
20.7,13.9,28.0,0.0,,122.1,9.6,,1017.9,
20.8,14.1,27.5,0.0,,83.5,6.8,,1018.2,
21.5,13.8,29.2,0.0,,130.9,9.0,,1017.6,
21.8,16.4,26.2,0.0,,228.0,15.5,,1017.8,
20.6,16.6,24.5,0.0,,228.2,19.4,,1017.9,
19.4,14.9,25.0,0.0,,190.7,10.1,,1017.9,
19.9,12.5,27.8,0.0,,78.0,9.0,,1018.2,
21.4,15.3,28.1,0.0,,118.4,11.8,,1018.6,
21.4,16.4,27.5,0.0,,73.0,8.1,,1019.2,
21.2,14.4,28.0,0.0,,103.2,7.7,,1016.9,
22.2,14.4,29.2,0.0,,153.2,10.2,,1014.5,
20.9,19.9,23.9,0.0,,252.1,15.5,,1016.4,
19.1,16.0,22.0,0.0,,220.5,19.3,,1017.4,
19.0,18.0,21.8,0.0,,253.0,19.6,,1018.7,
17.4,11.4,23.8,0.0,,153.6,8.8,,1018.8,
18.3,11.2,23.0,0.0,,190.4,10.4,,1017.1,
18.9,14.8,24.1,0.0,,205.4,11.1,,1017.7,
18.7,12.3,26.0,0.0,,79.2,8.5,,1019.8,
19.7,12.6,27.1,0.0,,141.0,7.8,,1019.4,
20.6,12.9,29.0,0.0,,174.1,10.6,,1019.9,
21.3,13.7,29.2,0.0,,153.8,9.0,,1020.5,
22.3,14.0,30.8,0.0,,97.1,10.7,,1019.9,
23.6,18.5,28.9,0.0,,210.4,16.4,,1019.8,
21.5,19.0,25.6,0.0,,217.6,12.4,,1018.5,
20.9,16.7,25.3,0.0,,207.3,13.1,,1017.8,
21.2,16.1,26.7,0.0,,222.3,9.5,,1017.3,
21.3,14.2,29.1,0.0,,79.0,7.9,,1016.4,
21.6,18.0,27.8,11.3,,153.5,14.9,,1015.9,
20.8,18.4,24.6,0.0,,232.8,17.0,,1018.5,
18.3,14.8,23.3,0.0,,209.1,12.6,,1021.1,
16.5,11.4,23.8,0.0,,67.6,13.0,,1021.7,
16.7,7.0,23.9,0.0,,77.2,7.5,,1021.5,
17.6,9.2,9.5,0.0,,93.8,8.6,,1020.7,
19.1,10.9,27.8,0.0,,132.0,7.9,,1019.0,
20.8,15.0,25.1,0.0,,71.8,12.4,,1017.9,
23.1,18.2,28.3,0.0,,99.0,17.3,,1014.4,
20.7,19.7,23.0,0.0,,223.9,29.2,,1014.3,
19.6,16.0,23.5,0.0,,282.7,14.3,,1020.0,
18.8,11.4,24.4,0.0,,25.4,7.2,,1019.3,
20.8,12.0,28.6,0.0,,77.0,9.6,,1017.8,
23.5,17.3,31.8,2.1,,102.9,16.2,,1015.8,
22.2,20.0,25.5,0.0,,247.3,11.5,,1014.2,
20.4,18.0,23.8,0.0,,249.0,16.5,,1013.3,
20.6,17.0,24.6,0.9,,214.9,13.3,,1010.6,
19.9,19.0,23.2,0.0,,267.3,24.2,,1015.8,
18.8,13.8,23.8,0.0,,211.2,11.2,,1020.0,
19.7,13.4,24.0,0.0,,297.3,8.0,,1018.6,
20.9,16.9,27.1,0.0,,14.6,7.7,,1017.1,
21.5,14.7,28.3,0.0,,55.1,7.6,,1015.3,
21.6,14.5,26.6,0.0,,228.2,21.2,,1014.4,
20.8,18.3,24.8,0.0,,238.2,17.1,,1014.1,
20.7,13.5,26.9,0.0,,139.1,10.9,,1012.5,
23.1,20.5,30.7,0.0,,59.7,15.2,,1009.5,
23.1,20.9,31.0,1.5,,171.7,23.6,,1003.4,
19.1,18.0,21.1,0.0,,263.7,32.7,,1010.9,
19.2,17.0,22.4,0.0,,246.0,20.0,,1013.8,
19.3,14.8,23.3,0.0,,232.1,17.8,,1015.6,
19.6,15.2,23.8,0.0,,223.6,14.6,,1014.5,
20.4,13.4,27.2,0.0,,63.1,10.6,,1013.2,
21.2,15.4,26.0,0.0,,272.1,16.0,,1012.5,
19.8,15.5,24.6,0.0,,225.2,14.5,,1015.4,
19.6,14.6,24.2,0.0,,218.5,20.2,,1016.9,
20.2,18.0,23.8,0.0,,251.3,19.9,,1016.7,
19.1,14.7,23.2,0.0,,229.7,14.0,,1016.7,
19.6,14.6,24.3,0.0,,216.1,18.8,,1017.1,
19.4,15.0,25.8,0.0,,214.5,11.8,,1018.3,
22.7,13.6,30.8,0.0,,66.3,10.4,,1016.5,
21.2,17.9,25.0,0.1,,98.9,17.0,,1016.1,
23.9,17.5,29.1,0.0,,79.4,12.7,,1015.0,
24.3,21.4,29.0,11.1,,99.7,19.0,,1010.7,
21.4,19.0,24.5,1.5,,267.2,21.6,,1015.6,
21.0,20.0,24.8,0.0,,257.8,20.7,,1015.4,
20.2,15.4,24.7,0.0,,220.9,12.7,,1013.2,
22.2,15.4,29.6,0.0,,182.0,8.4,,1013.0,
25.2,20.6,30.0,0.0,,56.5,13.4,,1014.2,
25.7,22.1,29.7,4.1,,82.2,21.1,,1012.8,
26.1,21.2,31.5,0.4,,89.9,22.2,,1010.3,
27.3,23.8,33.6,0.0,,121.6,27.7,,1010.4,
28.1,22.9,37.0,0.0,,113.6,21.2,,1011.3,
23.3,21.8,26.6,27.0,,41.0,15.5,,1015.2,
22.7,20.0,28.9,5.1,,349.5,10.4,,1016.0,
22.9,18.0,29.7,0.0,,342.0,7.9,,1015.4,
23.1,14.8,29.3,0.1,,54.5,10.2,,1013.9,
28.5,20.0,33.7,0.0,,52.3,14.0,,1011.5,
31.3,24.7,39.2,0.0,,103.5,17.0,,1010.1,
29.3,25.7,37.1,0.0,,175.5,13.7,,1009.9,
29.2,24.3,36.0,0.0,,30.0,8.1,,1011.1,
30.9,22.3,39.5,0.0,,113.2,10.7,,1011.0,
29.6,23.9,36.8,0.0,,42.2,8.6,,1011.7,
30.6,23.1,38.2,0.0,,41.2,11.3,,1011.3,
31.2,21.0,39.5,0.0,,92.2,10.1,,1008.7,
28.9,23.9,33.2,0.0,,240.9,11.7,,1007.4,
28.9,20.9,36.1,0.0,,291.5,9.6,,1008.6,
27.4,23.5,30.7,0.0,,228.3,12.0,,1011.3,
26.6,20.9,30.3,0.1,,179.8,8.4,,1011.4,
27.0,22.4,32.7,1.7,,19.5,7.8,,1009.6,
25.6,21.0,34.3,7.8,,181.0,15.6,,1008.4,
23.2,20.6,26.0,3.0,,221.3,27.7,,1009.4,
24.3,19.0,29.7,0.0,,211.7,14.6,,1012.0,
24.9,19.4,30.4,0.0,,208.8,13.0,,1012.0,
25.6,17.6,32.1,0.0,,181.6,8.5,,1011.3,
27.6,18.5,37.1,0.0,,65.4,9.3,,1011.3,
29.2,20.7,38.3,0.0,,113.2,11.2,,1010.1,
30.8,22.4,39.3,0.0,,97.0,13.9,,1007.5,
32.1,25.0,38.1,0.0,,117.6,13.8,,1005.7,
33.3,26.6,40.8,0.0,,158.7,16.3,,1006.2,
26.6,25.0,29.9,0.0,,262.9,16.4,,1010.3,
24.6,23.0,28.1,0.0,,248.8,22.5,,1013.7,
23.6,19.0,27.8,0.0,,233.9,19.4,,1014.1,
23.9,18.9,28.3,0.0,,234.6,14.0,,1013.4,
25.5,20.8,30.1,0.0,,230.5,12.8,,1013.1,
27.8,21.8,33.2,0.0,,239.2,12.8,,1012.4,
28.4,24.0,33.6,0.0,,240.6,15.7,,1011.8,
28.3,22.5,33.5,0.0,,232.3,16.4,,1010.3,
27.2,21.7,32.7,0.0,,214.1,13.7,,1007.7,
28.2,21.0,35.6,0.0,,204.2,13.2,,1007.5,
28.5,20.4,37.1,0.0,,208.7,10.2,,1007.0,
30.0,20.8,38.0,0.0,,172.9,9.7,,1009.0,
31.9,23.3,39.0,0.0,,224.7,12.3,,1010.8,
31.6,25.5,36.2,0.0,,208.6,12.8,,1009.0,
30.4,25.9,37.2,0.0,,199.7,15.2,,1006.0,
29.2,22.8,38.0,0.0,,230.2,11.8,,1005.2,
30.5,21.9,37.8,0.0,,23.4,9.4,,1005.1,
31.9,23.4,37.3,0.0,,313.6,11.5,,1005.9,
33.0,27.5,39.1,0.0,,241.7,12.3,,1007.7,
32.0,27.0,40.4,0.0,,207.3,15.9,,1007.7,
31.1,27.0,36.2,0.0,,224.8,18.5,,1006.5,
30.1,24.5,34.4,0.0,,214.3,18.0,,1005.8,
31.3,22.1,37.1,0.0,,216.1,12.5,,1005.3,
31.5,23.4,37.8,0.0,,350.1,11.7,,1005.5,
32.9,24.6,40.2,0.0,,52.1,12.6,,1005.9,
33.4,28.8,40.0,0.0,,95.3,14.3,,1006.2,
33.2,31.0,37.0,0.1,,344.5,14.7,,1007.1,
33.1,28.3,38.8,0.2,,58.7,12.7,,1007.7,
30.7,28.0,34.6,0.0,,243.0,15.1,,1009.2,
31.3,25.4,35.1,0.0,,229.4,17.8,,1009.0,
30.4,25.7,34.6,0.0,,228.8,17.2,,1007.0,
30.3,26.0,37.1,0.0,,226.1,12.5,,1007.8,
30.9,21.5,38.3,0.0,,7.8,9.6,,1007.7,
33.8,23.7,43.3,0.0,,307.1,12.3,,1005.9,
34.7,25.2,44.1,0.0,,136.4,14.2,,1005.1,
35.4,27.7,43.8,0.0,,166.8,10.8,,1004.8,
34.4,26.6,42.8,0.0,,226.3,11.7,,1004.3,
33.0,25.0,40.0,0.0,,243.9,11.4,,1003.9,
33.9,24.7,40.5,0.0,,202.6,10.5,,1003.0,
33.4,23.1,39.5,0.0,,244.9,15.2,,1004.1,
32.5,28.0,39.6,0.0,,218.3,11.7,,1003.9,
31.8,24.0,39.8,0.0,,39.0,10.7,,1002.6,
35.8,24.9,44.7,0.0,,61.3,10.1,,1001.9,
35.6,27.9,43.7,0.0,,9.4,11.7,,1003.5,
34.7,26.2,44.2,0.0,,24.7,13.1,,1004.5,
34.0,26.3,42.1,0.0,,107.5,11.8,,1004.7,
35.1,26.7,43.2,0.0,,271.8,9.5,,1004.5,
33.3,25.7,40.0,0.0,,270.9,10.0,,1002.1,
33.7,27.6,39.6,0.0,,301.0,9.6,,999.7,
36.3,28.5,42.8,0.0,,353.1,10.5,,998.6,
37.6,29.0,45.9,0.0,,54.4,9.7,,997.9,
36.8,28.2,45.5,0.0,,42.4,9.7,,998.0,
36.2,29.6,44.0,0.0,,257.0,13.1,,997.9,
35.6,28.8,41.1,0.0,,308.2,10.1,,998.2,
34.6,27.4,41.7,0.0,,12.9,8.7,,998.5,
34.8,26.9,39.8,0.0,,314.1,9.8,,998.6,
35.1,26.9,39.9,0.0,,240.8,9.1,,997.3,
35.4,31.5,44.2,0.0,,199.3,16.0,,995.3,
36.3,30.3,43.1,0.0,,123.3,17.1,,996.6,
34.1,22.0,41.9,0.0,,59.3,12.4,,998.7,
35.9,32.8,42.8,0.5,,41.6,13.9,,999.6,
36.9,35.0,42.0,0.0,,342.8,12.9,,999.9,
36.9,33.0,43.0,0.0,,223.4,13.9,,999.8,
36.1,31.0,42.8,0.0,,96.6,11.7,,1000.1,
36.3,32.0,41.5,0.0,,74.0,13.6,,1000.6,
37.1,31.8,43.5,0.0,,241.2,14.9,,998.2,
36.6,31.0,43.7,0.0,,237.8,11.8,,996.9,
36.8,27.9,45.0,0.0,,230.5,11.9,,996.4,
36.2,27.4,44.0,0.0,,247.3,11.6,,996.1,
35.6,30.6,40.5,0.0,,246.8,13.5,,996.2,
35.8,30.1,42.0,0.0,,207.5,13.0,,996.6,
36.7,28.4,43.2,0.0,,80.4,11.7,,997.6,
36.9,31.6,44.0,0.0,,337.9,11.2,,997.0,
36.9,31.0,43.2,0.0,,268.2,10.7,,994.7,
35.2,31.5,42.3,0.0,,225.8,11.8,,992.6,
35.4,32.0,43.1,0.0,,205.1,11.5,,993.7,
35.6,29.0,42.0,0.0,,310.4,9.5,,994.8,
35.8,31.9,40.7,0.0,,231.6,12.6,,993.8,
35.1,32.0,39.1,0.0,,213.8,19.1,,993.3,
35.1,26.4,42.0,0.0,,238.3,12.2,,995.3,
34.9,28.1,41.1,0.0,,79.5,9.8,,996.2,
35.8,29.9,44.1,0.0,,28.0,9.4,,996.8,
35.7,31.9,42.8,0.0,,289.2,12.8,,997.5,
34.9,31.7,39.7,0.0,,249.9,16.2,,996.0,
35.2,30.9,41.0,0.0,,201.1,15.7,,995.2,
35.8,28.9,44.0,0.0,,129.3,11.4,,996.5,
35.2,32.0,41.2,0.0,,1.2,11.9,,996.9,
35.9,31.0,42.4,0.0,,50.3,12.3,,996.8,
36.3,32.4,42.4,0.0,,50.2,17.2,,997.5,
36.4,31.6,42.0,0.0,,29.8,11.5,,998.3,
36.2,32.8,41.5,0.0,,33.1,12.1,,996.8,
36.4,32.4,41.6,0.0,,66.6,15.8,,996.2,
36.3,33.0,42.7,0.0,,73.8,15.3,,997.5,
35.5,32.9,40.0,0.0,,242.7,13.9,,998.7,
36.5,32.3,41.1,0.0,,235.2,16.6,,996.9,
36.2,29.0,44.3,0.0,,226.2,16.0,,995.5,
37.5,30.7,43.6,0.0,,104.3,12.3,,997.0,
38.0,33.8,44.0,0.0,,231.5,15.6,,997.6,
37.6,33.7,44.2,0.0,,198.1,14.1,,997.5,
38.8,34.2,43.6,0.0,,215.7,13.6,,997.4,
36.8,34.0,42.1,0.0,,237.8,14.5,,996.8,
36.3,32.0,41.2,0.0,,239.6,10.9,,995.1,
36.2,30.5,42.6,0.0,,57.5,7.6,,994.2,
35.4,29.4,43.1,0.0,,341.2,10.7,,995.4,
35.4,31.0,40.1,0.0,,245.0,14.4,,994.8,
35.2,31.0,39.7,0.0,,220.1,16.2,,994.8,
35.8,30.9,41.4,0.0,,220.3,14.7,,994.3,
36.0,31.6,41.3,0.0,,207.9,10.5,,992.4,
38.9,31.9,45.4,0.0,,88.1,20.0,,992.8,
37.7,33.0,45.5,0.0,,37.2,11.8,,994.0,
35.6,33.0,40.2,0.0,,304.3,9.8,,994.3,
35.7,31.4,43.1,0.0,,211.8,12.1,,995.5,
37.2,33.8,41.9,0.0,,62.9,12.3,,997.5,
37.7,33.0,43.2,0.0,,5.0,11.9,,998.6,
37.8,33.0,46.1,0.0,,29.1,12.3,,999.6,
37.0,31.0,44.4,0.0,,67.3,12.4,,999.1,
36.4,30.8,42.4,0.0,,346.8,11.5,,997.8,
36.7,30.7,44.6,0.0,,82.4,12.8,,999.6,
35.6,29.2,43.8,0.0,,67.3,14.1,,1002.2,
34.6,28.8,42.9,0.0,,60.8,12.8,,1003.7,
34.2,28.3,39.6,0.0,,295.6,12.0,,1003.1,
34.8,29.0,40.2,0.0,,56.9,10.2,,1001.6,
36.2,30.3,43.2,0.0,,103.2,12.3,,1002.0,
36.0,29.0,43.0,0.0,,90.8,12.8,,1003.0,
35.3,28.2,42.2,0.0,,298.9,10.4,,1002.0,
34.2,26.9,41.8,0.0,,36.2,9.6,,1001.7,
35.9,27.8,45.1,0.0,,54.8,9.5,,1001.4,
35.3,27.5,44.1,0.0,,52.3,10.0,,1001.4,
35.2,26.7,44.9,0.0,,10.1,9.7,,1002.1,
33.9,26.1,40.0,0.0,,24.7,9.4,,1001.0,
35.1,27.0,42.3,0.0,,273.5,10.0,,998.6,
35.1,30.7,40.0,0.0,,17.3,9.5,,998.3,
35.2,28.0,44.0,0.0,,49.3,9.2,,999.4,
35.7,26.7,43.4,0.0,,67.2,10.6,,999.3,
34.7,28.0,42.0,0.0,,49.2,10.5,,998.4,
34.4,27.0,42.0,0.0,,20.1,9.5,,998.7,
34.1,26.9,43.0,0.0,,353.5,8.2,,998.6,
35.0,27.8,44.0,0.0,,284.6,12.0,,998.1,
33.8,28.3,38.0,0.0,,261.7,11.6,,999.2,
33.9,30.4,38.0,0.0,,312.9,9.7,,999.9,
34.3,28.5,40.0,0.0,,38.3,10.6,,1000.2,
34.5,28.0,41.0,0.0,,346.2,9.8,,1002.0,
34.2,29.2,40.0,0.0,,339.6,9.5,,1003.1,
33.3,29.0,38.0,0.0,,320.3,9.6,,1003.9,
32.9,27.9,40.0,0.0,,339.8,8.2,,1004.3,
33.6,27.5,39.2,0.0,,38.8,12.9,,1004.9,
33.8,29.0,38.2,0.0,,298.4,10.5,,1005.9,
33.9,28.6,40.0,0.0,,312.5,11.1,,1004.9,
32.4,29.0,42.0,0.0,,25.7,10.5,,1005.1,
34.0,26.1,42.7,0.0,,75.6,11.4,,1006.2,
33.4,26.3,41.0,0.0,,255.5,13.9,,1005.9,
31.6,27.1,39.0,0.0,,285.1,9.6,,1004.1,
32.3,25.8,40.0,0.0,,61.8,9.7,,1004.7,
32.0,24.3,39.0,0.0,,51.7,8.7,,1005.8,
34.4,27.0,41.3,0.0,,94.2,14.8,,1005.8,
33.8,29.0,38.8,0.0,,76.9,15.7,,1007.0,
32.8,29.6,38.4,0.0,,70.2,12.7,,1009.0,
33.4,28.4,38.2,0.0,,353.0,9.9,,1009.0,
33.3,30.0,38.6,0.0,,256.8,12.0,,1007.4,
33.2,29.5,39.0,0.0,,260.4,12.0,,1006.3,
33.4,28.4,38.9,0.0,,298.3,12.5,,1006.8,
32.6,28.5,37.0,0.0,,302.7,10.4,,1007.0,
32.2,26.6,39.0,0.0,,139.4,10.6,,1008.1,
32.2,25.4,37.0,0.0,,119.8,10.8,,1007.3,
33.3,30.0,39.4,0.0,,82.3,16.1,,1007.0,
30.2,24.2,35.9,0.5,,65.3,13.9,,1006.5,
31.3,25.8,37.0,0.0,,113.2,14.7,,1007.2,
31.9,28.8,36.0,0.0,,105.8,18.1,,1010.8,
30.7,26.3,34.8,0.0,,76.1,11.3,,1013.3,
